id,target,file_path,fold,pred
0000799a2b2c42d,0,../input/train/0/0000799a2b2c42d.npy,0,0.037740707
00042890562ff68,0,../input/train/0/00042890562ff68.npy,0,0.017107964
0009283e145448e,0,../input/train/0/0009283e145448e.npy,0,0.051691055
0014d4e495190df,0,../input/train/0/0014d4e495190df.npy,0,0.023343086
001e0e14b128d31,0,../input/train/0/001e0e14b128d31.npy,0,0.011260033
00225000069d6f0,0,../input/train/0/00225000069d6f0.npy,0,0.0044178963
00266da7e04f9d6,0,../input/train/0/00266da7e04f9d6.npy,0,0.028612137
0028a35de92941d,1,../input/train/0/0028a35de92941d.npy,0,1.0
00412077d1aef6f,1,../input/train/0/00412077d1aef6f.npy,0,1.0
00414bbe99cd962,0,../input/train/0/00414bbe99cd962.npy,0,0.030288696
0050720884e991b,0,../input/train/0/0050720884e991b.npy,0,0.039463043
0065bc7ba9b1a42,0,../input/train/0/0065bc7ba9b1a42.npy,0,0.0016251802
007df4ae3944433,0,../input/train/0/007df4ae3944433.npy,0,0.046382904
0081194f794932a,0,../input/train/0/0081194f794932a.npy,0,0.0043845177
008682591923741,0,../input/train/0/008682591923741.npy,0,0.049030304
00873e59537a758,0,../input/train/0/00873e59537a758.npy,0,0.012302399
0088364213f2af6,0,../input/train/0/0088364213f2af6.npy,0,0.0020741224
0089589db226274,0,../input/train/0/0089589db226274.npy,0,0.019836426
008a04696dfdeb9,0,../input/train/0/008a04696dfdeb9.npy,0,0.039611816
008f365b1ae48d8,0,../input/train/0/008f365b1ae48d8.npy,0,0.005608797
0092363e44fbcf7,0,../input/train/0/0092363e44fbcf7.npy,0,0.03235054
0095b95cabc9c7e,0,../input/train/0/0095b95cabc9c7e.npy,0,0.006655216
00973367d6481e2,1,../input/train/0/00973367d6481e2.npy,0,0.029561996
0097ec9a99008e9,1,../input/train/0/0097ec9a99008e9.npy,0,0.046546936
0098949a983353d,0,../input/train/0/0098949a983353d.npy,0,0.004447937
009ca6f1c78d12d,0,../input/train/0/009ca6f1c78d12d.npy,0,0.014598846
00a274a75c325eb,0,../input/train/0/00a274a75c325eb.npy,0,0.021155357
00a655f3c0a1fdd,0,../input/train/0/00a655f3c0a1fdd.npy,0,0.02412796
00ad54730fcc006,0,../input/train/0/00ad54730fcc006.npy,0,0.01980114
00adfb542ef609e,0,../input/train/0/00adfb542ef609e.npy,0,0.010887146
00afa5ed6d90512,0,../input/train/0/00afa5ed6d90512.npy,0,0.009214401
00b10900fd5d02b,0,../input/train/0/00b10900fd5d02b.npy,0,0.0030682087
00b3a71aac30e1d,0,../input/train/0/00b3a71aac30e1d.npy,0,0.02837944
00c053554051273,0,../input/train/0/00c053554051273.npy,0,0.0024670362
00c758666a98294,0,../input/train/0/00c758666a98294.npy,0,0.0239048
00c8f01147c7cc4,1,../input/train/0/00c8f01147c7cc4.npy,0,0.9926758
00d58f2c8892e22,0,../input/train/0/00d58f2c8892e22.npy,0,0.017464638
00d8ff65c53d347,0,../input/train/0/00d8ff65c53d347.npy,0,0.0020871162
00de011d829a137,0,../input/train/0/00de011d829a137.npy,0,0.011541843
00e1a00acb24e0a,0,../input/train/0/00e1a00acb24e0a.npy,0,0.023244858
00f62c3534bc521,0,../input/train/0/00f62c3534bc521.npy,0,0.068416595
00fe3051ee8eebd,0,../input/train/0/00fe3051ee8eebd.npy,0,0.003252387
010771e0b6039af,0,../input/train/0/010771e0b6039af.npy,0,0.015657425
0108c99f889ed4d,0,../input/train/0/0108c99f889ed4d.npy,0,0.026699066
010b4f7aec8012e,0,../input/train/0/010b4f7aec8012e.npy,0,0.070301056
011282237c63ef8,0,../input/train/0/011282237c63ef8.npy,0,0.045211792
0115a930212db7b,0,../input/train/0/0115a930212db7b.npy,0,0.049713135
01182c768b47146,0,../input/train/0/01182c768b47146.npy,0,0.040229797
011de8983af4bce,0,../input/train/0/011de8983af4bce.npy,0,0.005125284
0124d4811c8c5c1,0,../input/train/0/0124d4811c8c5c1.npy,0,0.009508133
012a6c71db65ad7,0,../input/train/0/012a6c71db65ad7.npy,0,0.0253191
012ba69226522f6,0,../input/train/0/012ba69226522f6.npy,0,0.08172226
012ea7cb991222a,0,../input/train/0/012ea7cb991222a.npy,0,0.011124611
0134dbd399f050e,0,../input/train/0/0134dbd399f050e.npy,0,0.004232168
0138596db839da9,0,../input/train/0/0138596db839da9.npy,0,0.008194447
01415b81e1d7320,0,../input/train/0/01415b81e1d7320.npy,0,0.0071291924
0144b592dab0b64,1,../input/train/0/0144b592dab0b64.npy,0,0.9998779
0144ec13495476d,0,../input/train/0/0144ec13495476d.npy,0,0.015185833
0149a840eaf7106,0,../input/train/0/0149a840eaf7106.npy,0,0.049972534
0151825f8f546cd,0,../input/train/0/0151825f8f546cd.npy,0,0.054382324
016ada2f4635325,1,../input/train/0/016ada2f4635325.npy,0,1.0
016fd0f81f7cc21,0,../input/train/0/016fd0f81f7cc21.npy,0,0.03861046
017c9dc56ec5e7e,0,../input/train/0/017c9dc56ec5e7e.npy,0,0.01740551
018412708de6225,0,../input/train/0/018412708de6225.npy,0,0.12682915
01923147c9ae3da,1,../input/train/0/01923147c9ae3da.npy,0,0.030391693
0196c0aea007bee,0,../input/train/0/0196c0aea007bee.npy,0,0.021261215
01a07bea56f3e10,0,../input/train/0/01a07bea56f3e10.npy,0,0.020614624
01b6436d8a88f14,0,../input/train/0/01b6436d8a88f14.npy,0,0.043834686
01b93625fdbbb97,0,../input/train/0/01b93625fdbbb97.npy,0,0.015918732
01b983b2319afda,0,../input/train/0/01b983b2319afda.npy,0,0.022233963
01c925084ca2d91,0,../input/train/0/01c925084ca2d91.npy,0,0.071208954
01d68571eaf2c35,0,../input/train/0/01d68571eaf2c35.npy,0,0.013134003
01e05b44ecf8d77,0,../input/train/0/01e05b44ecf8d77.npy,0,0.019845009
01e2483fc05db20,0,../input/train/0/01e2483fc05db20.npy,0,0.011079788
01e56c9dcea7511,0,../input/train/0/01e56c9dcea7511.npy,0,0.012079716
01e835fff0f0491,0,../input/train/0/01e835fff0f0491.npy,0,0.0043308735
01e978f7875fb82,0,../input/train/0/01e978f7875fb82.npy,0,0.011107922
01ea4e3a4579b24,0,../input/train/0/01ea4e3a4579b24.npy,0,0.03616333
01f7d4d63e41ad2,0,../input/train/0/01f7d4d63e41ad2.npy,0,0.00807333
01fe1812492b0d4,1,../input/train/0/01fe1812492b0d4.npy,0,1.0
0200a8a12536cfc,0,../input/train/0/0200a8a12536cfc.npy,0,0.04528618
02063dc39785fbd,0,../input/train/0/02063dc39785fbd.npy,0,0.0050575733
02076c9a3fb8679,1,../input/train/0/02076c9a3fb8679.npy,0,1.0
02078dac2d2f04e,0,../input/train/0/02078dac2d2f04e.npy,0,0.016940117
020e05144e57c52,1,../input/train/0/020e05144e57c52.npy,0,0.99975586
